"","Time","Cage","G1V","G1H","G1PL","G1B","G2V","G2H","G2PL","G2B","SPV","SPH","SPPL","SPB","Doy","Observer"
"920",13.5,4,17,0,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",218,"Rob"
"921",13.5,10,18,1,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",218,"Rob"
"922",13.5,3,18,2,"Cage","Walk",18,1,"Cage","Sit",NA,NA,"","",218,"Rob"
"923",13.5,11,17,2,"Cage","Sit",5,3,"GR","Sit",2,5,"Grass","Sit",218,"Rob"
"924",13.5,15,10,3,"GR","Hop",8,5,"Cage","Sit",2,3,"GR","Sit",218,"Rob"
"925",13.5,13,17,1,"Cage","Sit",17,1,"Cage","Sit",2,3,"Grass","Sit",218,"Rob"
"926",13.5,12,18,5,"Cage","Walk",12,0,"Cage","Sit",3,0,"Cage","Sit",218,"Rob"
"927",13.5,7,17,4,"Cage","Sit",NA,NA,"","",8,4,"Grass","Sit",218,"Rob"
"928",13.5,9,18,5,"Cage","Sit",NA,NA,"","",17,1,"Cage","Sit",218,"Rob"
"929",13.5,8,18,5,"Cage","Sit",18,5,"Cage","Sit",17,0,"Cage","Sit",218,"Rob"
"930",13.5,6,18,0,"Cage","Walk",18,1,"Cage","Sit",17,5,"Cage","Sit",218,"Rob"
"931",14,3,9,2,"GR","Sit",NA,NA,"","",NA,NA,"","",218,"Rob"
"932",14,14,18,6,"Cage","Walk",NA,NA,"","",NA,NA,"","",218,"Rob"
"933",14,2,17,0,"Cage","Sit",12,4,"GR","Eat",NA,NA,"","",218,"Rob"
"934",14,10,18,6,"Cage","Sit",15,2,"GR","Sit",NA,NA,"","",218,"Rob"
"935",14,5,17,1,"Cage","Sit",18,5,"Cage","Sit",NA,NA,"","",218,"Rob"
"936",14,1,17,0,"Cage","Sit",18,1,"Cage","Sit",NA,NA,"","",218,"Rob"
"937",14,4,18,0,"Cage","Walk",18,0,"Cage","Sit",NA,NA,"","",218,"Rob"
"938",14,11,17,2,"Cage","Sit",NA,NA,"","",2,5,"Grass","Sit",218,"Rob"
"939",14,15,18,6,"Cage","Sit",NA,NA,"","",2,3,"Grass","Sit",218,"Rob"
"940",14,13,18,5,"Cage","Sit",17,5,"Cage","Sit",2,3,"Grass","Sit",218,"Rob"
"941",14,12,18,1,"Cage","Sit",11,3,"GR","Sit",3,0,"Herb","Sit",218,"Rob"
"942",14,7,18,3,"Cage","Sit",NA,NA,"","",8,4,"Grass","Sit",218,"Rob"
"943",14,9,18,5,"Cage","Walk",NA,NA,"","",17,1,"Cage","Sit",218,"Rob"
"944",14,8,18,1,"Cage","Sit",17,5,"Cage","Sit",17,1,"Cage","Sit",218,"Rob"
"945",14,6,17,5,"Cage","Sit",18,3,"Cage","Walk",17,5,"Cage","Sit",218,"Rob"
"946",14.5,3,9,2,"GR","Eat",NA,NA,"","",NA,NA,"","",218,"Rob"
"947",14.5,14,16,6,"Cage","Sit",NA,NA,"","",NA,NA,"","",218,"Rob"
"948",14.5,2,18,0,"Cage","Sit",NA,NA,"","",NA,NA,"","",218,"Rob"
"949",14.5,10,18,4,"Cage","Sit",11,3,"GR","Eat",NA,NA,"","",218,"Rob"
"950",14.5,5,18,4,"Cage","Walk",17,2,"Cage","Sit",NA,NA,"","",218,"Rob"
"951",14.5,1,18,1,"Cage","Walk",17,0,"Cage","Sit",NA,NA,"","",218,"Rob"
"952",14.5,4,18,0,"Cage","Sit",18,0,"Cage","Sit",NA,NA,"","",218,"Rob"
"953",14.5,15,18,3,"Cage","Walk",NA,NA,"","",2,2,"Grass","Sit",218,"Rob"
"954",14.5,11,17,2,"Cage","Sit",4,2,"Herb","Sit",2,5,"Grass","Sit",218,"Rob"
"955",14.5,13,18,2,"Cage","Walk",17,5,"Cage","Sit",2,3,"Grass","Sit",218,"Rob"
"956",14.5,12,18,0,"Cage","Sit",12,3,"GR","Sit",3,0,"Herb","Sit",218,"Rob"
"957",14.5,7,18,4,"Cage","Sit",NA,NA,"","",8,4,"Grass","Sit",218,"Rob"
"958",14.5,9,18,5,"Cage","Sit",NA,NA,"","",17,1,"Cage","Sit",218,"Rob"
"959",14.5,6,17,4,"Cage","Sit",18,0,"Cage","Sit",17,5,"Cage","Sit",218,"Rob"
"960",14.5,8,18,2,"Cage","Sit",18,3,"Cage","Sit",17,1,"Cage","Sit",218,"Rob"
"961",15,2,18,0,"Cage","Sit",NA,NA,"","",NA,NA,"","",218,"Rob"
"962",15,4,18,0,"Cage","Sit",9,2,"Cage","Sit",NA,NA,"","",218,"Rob"
"963",15,3,7,1,"Cage","Sit",10,2,"GR","Sit",NA,NA,"","",218,"Rob"
"964",15,10,18,4,"Cage","Sit",11,3,"GR","Sit",NA,NA,"","",218,"Rob"
"965",15,14,16,2,"Cage","Sit",12,2,"GR","Eat",NA,NA,"","",218,"Rob"
